date,usd_price,jpy_price
2025-05-25,2.33,332.41
2025-05-26,2.34,334.45
2025-05-27,2.31,329.44
2025-05-28,2.32,334.42
2025-05-29,2.27,331.19
2025-05-30,2.25,323.30
2025-05-31,2.14,308.68
2025-06-01,2.18,314.67
2025-06-02,2.18,312.97
2025-06-03,2.20,313.31
2025-06-04,2.25,323.78
